player_id,player_name
1198,Walter Trusendi
1199,Sergey Betov
1200,Mikhail Elgin
1201,Nikolai Fidirko
1202,Andrei Vasilevski
1203,Dennis Lajola
1204,Blake Strode
1205,Nicolas Meister
1206,Benjamin Mitchell
1207,Sandro Ehrat
1208,Carlos Gomez Herrera
1209,Jabor Al Mutawa
1210,Dominic Inglot
1211,Ariez Elyaas Deen Heshaam
1212,Sanam Singh
1213,Kristijan Mesaros
1214,Dino Marcan
1215,Juan Sebastian Cabal
1216,Yassine Idmbarek
1217,Andres Molteni
1218,Maxime Authom
1219,Aldin Setkic
1220,Laslo Djere
1221,Suk Young Jeong
1222,Mackenzie Mcdonald
1223,Markus Eriksson
1224,Matt Reid
1225,Milos Sekulic
1226,Niels Desein
1227,Filip Veger
1228,Romain Bogaerts
1229,Adrien Bossel
1230,Collin Altamirano
1231,Alexander Ward
1232,Miguel Angel Reyes Varela
1233,Nicolas Barrientos
1234,Juan Ignacio Londero
1235,Carlos Salamanca
1236,Eduardo Struvay
1237,Younes Rachidi
1238,Edward Corrie
1239,Boy Westerhof
1240,Josko Topic
1241,Mousa Shanan Zayed
1242,Kevin King
1243,Brayden Schnur
1244,Stefano Travaglia
1245,Karim Hossam
1246,Norbert Gombos
1247,Bowen Ouyang
1248,Xin Gao
1249,Hicham Khaddari
1250,Victor Baluda
1251,Pedja Krstin
1252,Viktor Galovic
1253,Martin Vaisse
1254,Tigre Hank
1255,Jeevan Nedunchezhiyan
1256,Nathan Pasha
1257,Andres Artunedo Martinavarr
1258,Mitchell Krueger
1259,Clay Thompson
1260,Patrick Ciorcila
1261,Laurent Lokoli
1262,Daniel Smethurst
1263,Fabiano De Paula
1264,Kento Takeuchi
1265,Gregoire Burquier
1266,Marcos Giron
1267,James Mcgee
1268,Kimmer Coppejans
1269,Maximilian Marterer
1270,Matteo Trevisan
1271,Toni Androic
1272,Maxime Hamou
1273,N Vijay Sundar Prashanth
1274,Alex Bolt
1275,Fabrice Martin
1276,Ryan Shane
1277,Takuto Niki
1278,Lorenzo Giustino
1279,Lucas Miedler
1280,Christopher Eubanks
1281,Federico Gaio
1282,Constant Lestienne
1283,David Vega Hernandez
1284,Eric Quigley
1285,Germain Gigounon
1286,Oliver Anderson
1287,Mubarak Al Harrasi
1288,Finn Tearney
1289,Dimitar Kuzmanov
1290,Alexander Lazov
1291,Michael Mmoh
1292,Luis Patino
1293,Amine Ahouda
1294,Pedro Cachin
1295,Michael Linzer
1296,Salvatore Caruso
1297,Lorenzo Sonego
1298,Roberto Ortega Olmedo
1299,Gregoire Barrere
1300,Jordi Samper Montana
1301,Jan Choinski
1302,Fred Simonsson
1303,Marvin Moeller
1304,Johan Nikles
1305,Akira Santillan
1306,Nino Serdarusic
1307,Enrique Lopez Perez
1308,Austin Smith
1309,Tim Van Rijthoven
1310,Yannick Maden
1311,Adam Hornby
1312,Seanon Williams
1313,Jose Olivares
1314,Jose Hernandez
1315,Manuel Castellanos
1316,Hong Chung
1317,Yasir Khan
1318,Mahammad Abid
1319,Gabor Borsos
1320,Tomislav Ternar
1321,Daniel Windahl
1322,Francisco Yim Kim
1323,Hernando Jose Escurra Isnardi
1324,Alberto Emmanuel Alvarado Larin
1325,Alex Diaz
1326,Sebastian Quiros
1327,Abdulrahman Alawadhi
1328,Abdulhamid Mubarak
1329,Ali Ghareeb
1330,Puriwat Chatpatcharoen
1331,Syed Mohd Agil Syed Naguib
1332,Hao Sheng Koay
1333,Minhtuan Pham
1334,Aditya Hari Sasongko
1335,Dac Tien Nguyen
1336,Anis Ghorbel
1337,Andreas Bjerrehus
1338,Karim Mohamed Maamoun
1339,George Tsivadze
1340,Giorgi Javakhishvili
1341,Irakli Metreveli
1342,Janis Podzus
1343,Rudolfs Mednis
1344,Tadas Babelis
1345,Tomas Vaise
1346,Romain Arneodo
1347,Alex Knaff
1348,Ugo Nastasi
1349,Tom Diederich
1350,Courtney John Lock
1351,Eero Vasa
1352,Marin Draganja
1353,Sumit Nagal
1354,Artem Smirnov
1355,Danylo Kalenichenko
1356,Sanjar Fayziev
1357,Djurabek Karimov
1358,Anil Yuksel
1359,Christopher Oconnell
1360,Blake Mott
1361,Roberto Cid
1362,Nick Hardt
1363,Juan Pablo Varillas Patino Samudio
1364,Alexander Merino
1365,Duck Hee Lee
1366,Soon Woo Kwon
1367,Yshai Oliel
1368,Daniel Cukierman
1369,Philip Wilbert Major
1370,Spencer Newman
1371,Justin Lunn
1372,Haydn Lewis
1373,Hugo Dellien
1374,Gerardo Lopez Villasenor
1375,Anthony Susanto
1376,Abdullah Maqdas
1377,Shahin Khaledan
1378,Anoosha Shahgholi
1379,Hei Yin Andrew Li
1380,Mattias Siimar
1381,Emil Ruusuvuori
1382,Lucas Andriamasilalao
1383,Mehdi Jdi
1384,Tilen Zitnik
1385,Mohamed Aziz Dougaz
1386,Petros Chrysochos
1387,Menelaos Efstathiou
1388,Nicholas Campbell
